,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
721,New 1 Bed 1 Bath Condo w/ 1 parking,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-1-bed-1-bath-condo-1-parking/6935422952.html,2100,1,587,"

QR Code Link to This Post


Brand new condo STATION SQUARE 2 By Anthem & Beedie Development. This unit has AMAZING S/E views from Richmond to SFU and Burnaby Lake. 

Right in the heart of Station Square with PriceSmart & Superstore within steps, banks, restaurants & shopping. Walking distance to Metrotown SkyTrain.

 Unit features laminate & tile throughout, Stainless Steel Appliances including gas stove, soft-close cabinetry, inter-graded fridge & dishwasher. FREE cable & Internet for the first year! 

1 parking & storage locker on the same floor. 

Amenities include gym, hot yoga rm, steam & sauna, enormous courtyard w/bbq & fireplace, roof top patio, party rm & guest suite. PLUS 24/7 Concierge

___________________________________________________________________________________
SUMMARY
Bedrooms: 1
Bathrooms:1
Heating: Electric/Baseboard
Laundry: In-suite
Available: NOW
Lease Term: At least one year
Monthly Rent: $2100
Security Deposit: Half month rent
Parking: 1 covered
Utilities: not included
Unfurnished
No smoking


GOOD REFERENCE ONLY, CREDIT CHECK REQUIRED

Please text Eric at  show contact info
 for Showing    "
722,Beautiful 2 Bdrm 2 Btrm on the High floor with Amazing water View,New Westminister,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-beautiful-2-bdrm-2-btrm/6948172479.html,2000,2,780,"

QR Code Link to This Post


31st floor 888 Carnarvon Street 
 Downtown New West. 
 Rent: $ 2000

 Property Details:

 Status: Available AUGUST 1st!!!
 Property Type: 1 Storey Suite

 Levels: 1
 Floor Area: 780 Sq. Ft
 Bedroom(s): 2 
 Bathroom(s): 2 

 Appliances: S/S Fridge, stove, Oven, Microwave hood fan, dishwasher, washer, dryer
 Age: 10 Yrs
 Built in: 2009
 Laundry: Yes In Unit 
 Pets: Sorry No Pets
 NO SMOKING
 Furniture: Unfurnished 

 Parking: 1 Underground Parking, Visitors Parking with required Pass 
 Storage: 1 Locker Underground
 View: Yes, City/ Fraser River 
 Direction: South  

 Included in rent: Management

 Utilities: Tenant is Responsible for their Hydro, Cable/Internet, Move in fee and Move out fee 

Shopping: Shopping Nearby, restaurants, coffee shops, movie theatre, & more....,  Walk Score of 95

 Amenities: Marina Nearby, Recreation Nearby, Exercise Centre, roof top Garden, In Suite Laundry, Sauna/Steam Room.





Description:

 Azure living. Amazing 2 bed/2 bath on the 31st floor in Downtown New Westminster. Enjoy the bright open concept living space. Lots of natural light. Large kitchen island, granite countertops,& stainless steel appliances. Covered deck with breathtaking views of Mount Baker & the Fraser River. Spacious master bedroom with en suite. Enjoy the amenities; Exercise room, steam room, & clubhouse. Convenient direct access to the skytrain station from P4/P6. Takes you to downtown Vancouver in 25 minutes! Beautiful gardens around the building. All this footsteps to shopping, restaurants, coffee shops, movie theatre, & more! Perfect Apartment for a family ! Walk score of 95!


Prefer a Long Term Tenant 

 Applicants Must Consent to Credit Check! 

 For more info please contact Amir Doust at  show contact info
 or email  show contact info


 R A REALTY ALLIANCE INC.    "
723,Beautiful 2 Bdrm 2 Btrm on the High floor with Amazing water View,New Westminister,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-beautiful-2-bdrm-2-btrm/6948172213.html,2000,2,780,"

QR Code Link to This Post


31st floor 888 Carnarvon Street 
 Downtown New West. 
 Rent: $ 2000

 Property Details:

 Status: Available AUGUST 1st!!!
 Property Type: 1 Storey Suite

 Levels: 1
 Floor Area: 780 Sq. Ft
 Bedroom(s): 2 
 Bathroom(s): 2 

 Appliances: S/S Fridge, stove, Oven, Microwave hood fan, dishwasher, washer, dryer
 Age: 10 Yrs
 Built in: 2009
 Laundry: Yes In Unit 
 Pets: Sorry No Pets
 NO SMOKING
 Furniture: Unfurnished 

 Parking: 1 Underground Parking, Visitors Parking with required Pass 
 Storage: 1 Locker Underground
 View: Yes, City/ Fraser River 
 Direction: South  

 Included in rent: Management

 Utilities: Tenant is Responsible for their Hydro, Cable/Internet, Move in fee and Move out fee 

Shopping: Shopping Nearby, restaurants, coffee shops, movie theatre, & more....,  Walk Score of 95

 Amenities: Marina Nearby, Recreation Nearby, Exercise Centre, roof top Garden, In Suite Laundry, Sauna/Steam Room.





Description:

 Azure living. Amazing 2 bed/2 bath on the 31st floor in Downtown New Westminster. Enjoy the bright open concept living space. Lots of natural light. Large kitchen island, granite countertops,& stainless steel appliances. Covered deck with breathtaking views of Mount Baker & the Fraser River. Spacious master bedroom with en suite. Enjoy the amenities; Exercise room, steam room, & clubhouse. Convenient direct access to the skytrain station from P4/P6. Takes you to downtown Vancouver in 25 minutes! Beautiful gardens around the building. All this footsteps to shopping, restaurants, coffee shops, movie theatre, & more! Perfect Apartment for a family ! Walk score of 95!


Prefer a Long Term Tenant 

 Applicants Must Consent to Credit Check! 

 For more info please contact Amir Doust at  show contact info
 or email  show contact info


 R A REALTY ALLIANCE INC.    "
724,Beautiful 2 Bdrm 2 Btrm on the High floor with Amazing water View,New Westminister,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-beautiful-2-bdrm-2-btrm/6948171932.html,2000,2,780,"

QR Code Link to This Post


31st floor 888 Carnarvon Street 
 Downtown New West. 
 Rent: $ 2000

 Property Details:

 Status: Available AUGUST 1st!!!
 Property Type: 1 Storey Suite

 Levels: 1
 Floor Area: 780 Sq. Ft
 Bedroom(s): 2 
 Bathroom(s): 2 

 Appliances: S/S Fridge, stove, Oven, Microwave hood fan, dishwasher, washer, dryer
 Age: 10 Yrs
 Built in: 2009
 Laundry: Yes In Unit 
 Pets: Sorry No Pets
 NO SMOKING
 Furniture: Unfurnished 

 Parking: 1 Underground Parking, Visitors Parking with required Pass 
 Storage: 1 Locker Underground
 View: Yes, City/ Fraser River 
 Direction: South  

 Included in rent: Management

 Utilities: Tenant is Responsible for their Hydro, Cable/Internet, Move in fee and Move out fee 

Shopping: Shopping Nearby, restaurants, coffee shops, movie theatre, & more....,  Walk Score of 95

 Amenities: Marina Nearby, Recreation Nearby, Exercise Centre, roof top Garden, In Suite Laundry, Sauna/Steam Room.





Description:

 Azure living. Amazing 2 bed/2 bath on the 31st floor in Downtown New Westminster. Enjoy the bright open concept living space. Lots of natural light. Large kitchen island, granite countertops,& stainless steel appliances. Covered deck with breathtaking views of Mount Baker & the Fraser River. Spacious master bedroom with en suite. Enjoy the amenities; Exercise room, steam room, & clubhouse. Convenient direct access to the skytrain station from P4/P6. Takes you to downtown Vancouver in 25 minutes! Beautiful gardens around the building. All this footsteps to shopping, restaurants, coffee shops, movie theatre, & more! Perfect Apartment for a family ! Walk score of 95!


Prefer a Long Term Tenant 

 Applicants Must Consent to Credit Check! 

 For more info please contact Amir Doust at  show contact info
 or email  show contact info


 R A REALTY ALLIANCE INC.    "
725,Spacious 2 Bedroom/2 Bathrooms - High-Rise Building,525 9th Street,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-spacious-2-bedroom-2/6948171426.html,1964,2,992,"

QR Code Link to This Post


This property is proudly managed by Bentall Green Oak Residential Services. At Bentall Green Oak, our Foundation is Service -- which means, the comfort and satisfaction of our residents is always the top priority and we strive to ensure that both you and your home are well taken care of. For more information on renting with Bentall Green Oak visit www.bentallgreenoak.com.

A large corner two bedroom with 2 full bathrooms, 992 sqft. suite is available in a high-rise building on the 10th floor, from September 13th, 2019.
The unit is facing S-W-N.
Close to Royal City Shopping Mall, elementary and secondary school, Douglas College, and transit routes.


Lease is for 1 year and small pets are allowed.

Amenities:
-Schools nearby
-On-site staff
-Exercise room
-Elevators
-Shopping nearby
-Balconies
-Underground parking
-Landscaped courtyard
-Sauna
-Keyless entry
-Swimmung pool
-BBQ area
-Social room
-Billiard room

Nearby Places:
-The Source
-Purdys Chocolatier Royal City Centre
-New Westminster Public Library
-Panago Pizza
-RBC Royal Bank
-Tamarind Hill Malaysian Cuisine
-Papa John's Pizza
-Tim Hortons

Call:  show contact info

"
726,"Basement suite for rent, with pool!",Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-basement-suite-for-rent-with/6941702406.html,1250,1,1000,"

QR Code Link to This Post


Bachelor pad for rent $1250 available july 31st!

Damage deposit is half months rent $625

Cats considered  with deposit

Large 1000 sqft suite with private entrance, private room, private full bathroom, kitchen and storage 

Suite in large house surrounded by gardens & trees. Access to heated pool! 

Next to deer lake park! 2-3 minutes to metrotown mall yet on a quiet residential street with amazing views of grouse mountain 

Rent includes 
Cable & internet, heat & hot water, washer/dryer on site  and pool! Plus free off street parking (1 vehicle)

"
727,2 bedroom suite for rent immediately - walking distance to BCIT,burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/vancouver-2-bedroom-suite-for-rent/6933495534.html,1600,2,,"

QR Code Link to This Post


2 bedroom suite for rent in brand  new house. Quiet neighborhood, close to bus stops , skytrain, BCIT , MetroTown,  Freeway and the Burnaby Hospital.  Good for professional or student. No smoking , no pets, and  laundry is available. Suite is available immediately . Please call  show contact info
 to view . Thank you!    "
728,Beautiful Executive Home in Deer Lake Park in BBY,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-beautiful-executive-home-in/6938008335.html,4200,5,4500,"

QR Code Link to This Post


Beautiful home with 5 bedrooms, 4 bathrooms, theatre room and huge yard! This house needs to be seen! 

Available August 1, August 15 or September 1! 

$4200 a month + utilities 

Call Harry to view at  show contact info
 or Satpal at  show contact info


"
729,Brand New 6 bedroom House with View in North Burnaby Close SFU,7055 Ridge Dr Burnaby BC,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-6-bedroom-house-with/6948158875.html,6195,6,3700,"

QR Code Link to This Post


AVAILABLE SEP 1 2019!!

VIEW HOME! BRAND NEW Custom Modern & Quality built home with unobstructed panoramic water and mountain views! 3700 SQFT, 3 Bedrooms on the top floor, 1 bedroom on the main. Legal 2 bedroom suite in basement. Excellent floor plan & Layout. Breathtaking views from every floor! Huge kitchen boasts expansive views of the Burrard inlet. Radiant heating on all levels, HRV and air-conditioning, gas fireplace, extra-large windows, large covered deck, gourmet kitchen w/granite counters and a large island. Large theatre/rec room w/ wet bar.Close to SFU, blocks away from North Burnaby Secondary. Steps away from shopping, recreation, transit, parks, Golf and Hiking. Nice and quiet neighbourhood ! ONE YEAR LEASE MINIMUM ! N/S N/P . THE HOUSE IS NOT FURNISHED! 

RA Realty Alliance Inc    "
730,Summer Special !!! 2-3 person Office - 26th Floor - Metrotower II !!!,Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-summer-special-2-3-person/6948157639.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
Worried about your current office costs ? Cut overhead. Get a private,  professional workspace without a long term lease. 
Your office includes high-quality furniture,  staffed reception,  business lounge access,  high-speed internet,  utilities and more. 
Call  show contact info
 for a FREE tour and to secure your new office space !!! 
*** PROMO CODE : 1540 - 2633 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
731,PROTECTION PROPERTY MGMT - Furnished 4 Bedroom Home! Ref# 8758C,"8758 Crest Dr, Burnaby",2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-protection-property-mgmt/6948138457.html,3000,4,2000,"

QR Code Link to This Post


8758 Crest Dr, Burnaby 
Rent: 3000 
Property Details: 
Status: Available Now! Move In Date Flexible  
Property Type:  House - Upper Floors *Separate Basement Suite*
Rent: $3000.00 Plus utilities
Levels: 2
Balcony: No
Floor Area: 2000 sq ft
Bedroom(s): 4
Bathroom(s): 3
Kitchen: 1
Appliances: Fridge, stove, dishwasher, washer/dryer
Age: 
Laundry:  Yes
Pets: With Owners Approval
Yard:  Yes
Parking: 4 Covered Stalls
Storage:  Yes (in home)
Fireplace:  Yes
View:  Tree View
Direction: South East
Schools: Armstrong Elementary (450 m), Richard McBride Elementary (1.7 km), Cariboo Hill Secondary School (1.2 km), Carver Christian High School (1.3 km), St Michael's School (1.2 km)
Transportation: Nearby
Shopping:  Royal Square Mall (3.9 km), Lougheed Shopping Center (3.4 km), Royal City Center (3.9 km)
Amenities:  N/A
Comments: This beautiful 4 bedroom, 3 bathroom house is perfect for a growing family. Featuring spacious rooms, tons of natural light, 2 wood-burning fireplaces, woods floors. This house has been tastefully updated with new spa-like bathrooms, featuring brand new furniture and a completed renovation. There are 4 carport spaces and parking for an additional 2 cars. Absolutely one of the finest streets in Burnaby. Crest drive is a private, quiet, secure area with a sense of community about it.


 All rentals are subject to the Landlords approval.
Landlord Verified: This Landlord has been ""Verified"" as an ""Owner"" - Tenants you are ""Protected !""
Protection Property Mgt Realty Ltd - Protecting Landlords and Tenants for over 25 years !
Don't be a victim, always make sure the person who is renting the property is an Owner or the Owners Agent.

All or any measurements contained in any advertising has been obtained by a third party. All information contained within is subject to change, removal or error and does not constitute an agreement. All advertised information must be verified by the renting party prior to entering into an agreement.



For showings please call/text to  show contact info
 or email us 
VIEW THIS AD AT http://protectpm.com/properties/upper-8758-crest-drive/  
OR VISIT  protectpm.com  TO VIEW MORE LISTINGS! "
732,"As New Condo ""Elliot"" Agnes Street, New Westminster",N/A,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-as-new-condo-elliot/6948134838.html,1650,1,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Please note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves.  Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms.  We would be pleased to answer any additional questions on this new legislation. Thank you.

Address: 188 Agnes, New Westminster
Price/month: $1,650.00
Status: September 1
Type of Property: Condo
Bedrooms: 1
Bathrooms: 1
Appliances: Fridge, stove, dishwasher, washer and dryer 
Parking: 1 stall secured underground 
Smokers: Non smokers only
Pets: No pets
Lease Term: 1 year
General Comments: As new one bedroom condo in the ""Elliot"". 5 appliances including gas cook top, in suite storage along with 1 storage locker underground and 1 parking stall. North facing views with large balcony. Convenient location 6 blocks to Columbia sky train station. Lease and excellent references a must.

Contact: Bill Malkin, ACD Realty Corporation text  show contact info
 (cell). View other listings at www.acdrealty.com
 "
733,SFU Student W/ Dog Need Room,Near SFU,2-Aug,https://vancouver.craigslist.org/bnc/sha/d/sfu-student-dog-need-room/6948132897.html,0,,,"

QR Code Link to This Post



Hi. My names AJ. I'm moving up to Burnaby in September (or late August) to begin a masters program at SFU. I'm a US citizen and live in Washington state (about 6 hours from Burnaby). I have hardly even left the state, let alone the country, and the transition I'm most worried about is finding a place to stay when I arrive. 

- Moving to Burnaby sometime next month (August) or September 1st at latest
- Biology MS/PhD student. 29 years old. 
- I have a DOG. She is small (a shitzu mutt), adorable, and very friendly. Potty trained. Hoping to find a dog-friendly home where she won't be lonely while I'm working or at class. I'm a huge animal lover in general. 
- I have 10k saved up and will be working in a lab. Also parents can spot me. So I'll never be late with rent. 
- Hoping to pay less than ~800 a month. 
- Prefer to have roommates around my age who aren't totally anti-social, and don't mind occasionally having some drinks and socializing. As someone moving to a completely new city I'd like to meet some people!
- Need to be near SFU. 20 minute drive at most. 
- I'm very easy going and never get angry or annoyed. Since I live far away we can't meet in person, but I suggest you surf through my facebook and see I'm not a weirdo - https://www.facebook.com/aj.keefe.5 
- I lived in Bellingham for 6 years working on my BS in psych at Western Washington University, and have had many many roommates (probably about 15-20). So I know the drill. 
- I don't smoke or do drugs. I drink socially but not too often.  

Please let me know! Hoping to sort this housing situation out ASAP to lessen the stress of moving to a new country

- AJ    "
734,"Ground Level Unit in 4 Plex, Great Location Burnaby",Douglas Road,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/ground-level-unit-in-4-plex-great/6948129414.html,1850,3,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves. Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms. We would be pleased to answer any additional questions on this new legislation. Thank you.

*** First showing will be after August 6, 2019. Please call the office after the holiday (closed August 5, 2019)***

Address: Lower 3200 Block Douglas Road, Burnaby
Price/month: $1850.00
Available: September 1
Type of Property: ground floor suite in 4 plex
Bedrooms: 3
Bathrooms: 1.5
Levels: 1
Appliances: Fridge, stove, shared coin laundry
Parking: Carport
Fireplace: No
Smokers: Non smokers 
Pets: Small pet possible
Lease Term: 1 year
General Comments: Ground level 3 bedroom unit in 4 plex. Close to transit, direct bus to Holdom Skytrain and 4 blocks to Douglas Road Elementary. Shared coin laundry.  Utilities are extra. Lease and excellent references a must. 

Contact: Bill Malkin ACD Realty Corporation call  show contact info
 (office) or text  show contact info
 (cell).  View this and other listings at www.acdrealty.com

*** If responding by email please include q contact number, thank you. ***    "
735,Large 2 bedroom townhouse near Metrotown,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-large-2-bedroom-townhouse-near/6948124813.html,2295,2,1200,"

QR Code Link to This Post



For Rent: Burnaby 2 Bedroom Townhouse
#27 4288 Sardis St., Burnaby

Bedrooms:2 
Bathrooms (full):2 
Bathrooms (half):1 
Price:$2,295 
Availability:2019-08-01 
Living Area:1,200 sq.ft. 
Parking:2 cars 


Description
ORCHARD LANE A large size two bedrooms townhouse in this complex. Walking distance to Skytrain station, Metrotown, great restaurants, shopping, yet tucked away for peace and tranquility. South facing living room and master bedroom. Solid concrete construction between this unit and the garden apartment downstairs. 2 parking stalls. 

No Pets and Non Smokers. 1 year Lease and references required. To view, text Rob at  show contact info
.

Professionally Managed by: Coldwell Banker MacPherson Real Estate Ltd.
http://www.cbmre.ca No processing or brokerage fees to tenants.


Rental Details

Fridge
Microwave
Dishwasher
In-unit Laundry



Features

Fridge, Stove, Dishwasher, Washer and Dryer						



Rob MacPherson 
Mobile: show contact info
>


Coldwell Banker MacPherson Real Estate Ltd. 
5489 Kingsway 
Burnaby 
V5H 2G1 

 "
736,METROTOWN Office  (All-inclusive) $730,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-metrotown-office-all-inclusive/6930923869.html,730,,,"

QR Code Link to This Post


Looking for Flexibility, No Risk, Low Costs & Personalized Reception at your Service? 
- We can help!

You can have your all-inclusive 1-2 people office for only $730 at a central location of Metrotown. 

Take a look at what is INCLUDED in this office package : 

▪ furniture 
▪ reception service 
▪ mail & courier handling 
▪ multiple phone line with voicemail box 
▪ phone answering service in your company name with call patching 
▪ internet access 
▪ 10 hours of free use of boardroom at all 3 premium locations (Downtown &West Broadway)
▪ access to kitchen with complimentary coffee and tea 
▪ hydro & janitorial service! 
▪ flexible Monthly term with No Setup fees! All included in 1 great price with NO hidden cost ! 


Call Award Business Centres @ show contact info
 now to find out more about the offer or visit www.awardbc.com !    "
737,2004 Modern Built Low Strata Fee Townhome - Brent Roberts Realty,Queensborough,2-Aug,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-2004-modern-built-low/6945957137.html,643880,3,1404,"

QR Code Link to This Post


WINDSOR MEWS in Queensborough - great location! Bright sunny unit with great floor plan. 3 bedrooms upstairs, 2.5 bathrooms including powder room on main floor. Cosy gas fireplace, laminate flooring with sound-proofing, security system with extra keypad in bedroom, very private backyard. Very transit friendly and close to skytrain. Community hall is close and elementary school as well. Shopping at Queensborough Landing only a few minutes drive away. This complex has low maintenance fee - $259.45/month, lots of visitor parking, and TWO pets allowed with restrictions.

Royal LePage Brent Roberts Realty    "
738,"Industrial Site, Multi-Family Development Land - Brent Roberts Realty","Burnaby North, Government Road",2-Aug,https://vancouver.craigslist.org/bnc/reb/d/burnaby-industrial-site-multi-family/6945943091.html,6600000,,36155,"

QR Code Link to This Post


CAMERON area of Burnaby- North side of Government St, East of Cariboo Rd. The property is currently zoned M5 (Light Industrial) and is .829 acres or 36,155 sqft. of land. Currently there is an industrial building of approximately 8,009 sq.ft. The property is located in the Lougheed Town Centre Community Plan which will allow for a Low or Medium Density Multiple Family Residential. Property could be re-zoned to ""ground oriented"" RM2 designation which would allow for townhomes. Condominiums would not be allowed on this property according to City of Burnaby. Density allowed would be FAR 1.0 so maximum building footprint would be 36,155 sq.ft. on 2-3 levels. The neighbouring property at 8745 Government Street is a 27 unit townhome complex on 44,705 sq.ft property and is a housing unit for Habitat for Humanity.

Royal LePage Brent Roberts Realty    "
739,"Entire Top Floor, 3bed/2bath, WiFi & Utilities Included",Maillardville,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-entire-top-floor-3bed-2bath/6948117012.html,2600,3,1600,"

QR Code Link to This Post


FEATURES

3 Bedrooms
2 Bathrooms
1 Sundeck

DESCRIPTION

Currently owner occupied and well maintained home features 3 bedrooms upstairs, including the Master with a gorgeous en-suite and an oversized walk in closet. 

On the same level is the main bathroom and past the hallway you have an open concept living, dining and beautifully updated white kitchen with quartz counter tops, island and stainless steel appliances. 

Through the dining room is your private sundeck with a very nice view! Downstairs is your full size laundry/flex room.

***Note: There are 2 additional 1 bed suites downstairs, currently occupied with their own separate entrance.

LOCATION

It’s conveniently located to ALL of the necessary conveniences such as:

Superstore, 
lKEA, 
Canadian Tire, 
Winners, 
Cactus Club, 
Browns Social House, 
Cineplex, 
Hard Rock Casino, 
Austin Heights, 
Como Lake, 
Lougheed Mall; 
Coquitlam Centre Mall,
Braid and Lougheed Sky Train Stations,
SFU Simon Fraser University and Douglas College.

Bus route # 153 & 156

TERMS

1 Year Lease Required

Reference checks & Income verification

No Smoking

All utilities, cable tv & internet included.


APPLIANCES 

Gas Range
Hood Fan
Fridge
Dishwasher
Microwave
Washer/Dryer
"
740,2b/2ba Close to Everything,Brentwood,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2b-2ba-close-to-everything/6948014803.html,2100,2,875,"

QR Code Link to This Post


Price: $2150 / month
Square Footage of Property: 871
Number of Bedrooms: 2
Number of Bathrooms: 2
Rental Listing Features:
Located in Burnaby North
Unfurnished apartment rental
1 Year lease term required
South-East Facing
Large East facing blacony
Stove
Fridge
Garburator
Dishwasher
Insuite laundry
1 parking stall
1 storage locker
1 small pet ok with approval!
No smoking
Building Amenities:
Fitness centre
Jacuzzi
Sauna
Steam room
Media room
Lounge

Built in 2008, Watercolours is located on a quiet residential street in Burnaby near Brentwood Mall. The suite has unobstructed south-eastern views and features a large balcony – BBQ’s ok! This apartment has hardwood flooring in the main living area and luxurious carpeted bedrooms. The kitchen it fully equipped with full sized, stainless steel appliances and is perfect for entertaining in. Brentwood Mall and Burnaby’s Solo District are a few minutes walk away, giving you access to a plethora of restaurants and shops such as Whole Foods Market, Joey Restaurant, Browns Social House and many more!    "
741,Condo Apartment Burnaby for Rent,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-condo-apartment-burnaby-for-rent/6948105264.html,1600,1,586,"

QR Code Link to This Post


1 bedroom, 1 bathroom condo with balcony for long term rental. 
Bright, clean & freshly renovated. New paint, new carpet & appliances. 
Open Kitchen, granite counter tops, gas stove.
7 appliances. 

3rd Floor apartment.

Metrotown area and great location. 
McPherson walk East.


(Burnaby/ Timberlea / Bartlett Court / Burnaby Apartment / Lougheed Mall / apartment / apartments / condo / condos / condominium / condominiums / BRM / BR / 1br / 1 bed / one bedroom / one brm / one bdrm / 1bdr)

"
742,"Great Condo on the 15th floor in Victoria Hill, New Westminster",N/A,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-great-condo-on-the-15th/6948102786.html,1695,1,,"

QR Code Link to This Post


Effective June 15, 2018 all real estate licensees must provide written disclosure of representation and risks to unrepresented parties. Note that we are acting as agents on behalf of the owner(s) and prospective tenants will not be represented by ourselves. Please see the disclosure forms here. https://knowledge.recbc.ca/resource/disclosure-of-representation-in-trading-services-mandatory-form and https://knowledge.recbc.ca/resource/disclosure-of-risks-to-unrepresented-parties. When responding to our rental ads via phone or email please be prepared to confirm you have read and understood these forms. We would be pleased to answer any additional questions on this new legislation. Thank you.

*** First showing will be after August 6, 2019. ***

Address: 280 Ross Drive, New Westminster ""Carlyle""
Price/month: $1,695.00
Status: Available September 1
Type of Property: Condo
Bedrooms: 1	
Bathrooms: 1
Appliances: Fridge, stove, dishwasher, microwave, washer and dryer 
Parking: 1 stall secured parking underground
Fireplace: Yes, electric 
Smokers: No smokers
Pets: No pets 
Lease Term: 1 year 
General Comments: Great one bedroom condo in Victoria Hill in the ""Carlyle"" building. Unit has open floor plan with room for separate dining and living room space. Large balcony, with access from living room and bedroom, to enjoy views from this 15th floor unit. Condo has 5 appliances and 1 stall underground secured parking stall included. Sorry no locker. Building amenities include gym, games/media room and outdoor area. Convenient location adjacent to Queens Park, Canada Games Pool and easy access to transit and Pattullo Bridge. Lease and perfect references a must. 

Contact: Al Dodimead, ACD Realty Corporation call  show contact info
.  View this and other listings at www.acdrealty.com

*** If responding by email please include a contact number, thank you. ***    "
743,2 bedroom suite for rent immediately - walking distance to BCIT,burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/2-bedroom-suite-for-rent-immediately/6932441676.html,1600,2,,"

QR Code Link to This Post


2 bedroom suite for rent in brand  new house. Quiet neighborhood, close to bus stops , skytrain, BCIT , MetroTown,  Freeway and the Burnaby Hospital.  Good for professional or student. No smoking , no pets, and  laundry is available. Suite is available immediately . Please call  show contact info
 to view . Thank you!    "
744,Spacious room available near Metrotown(7 min walk),Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/roo/d/burnaby-spacious-room-available-near/6948083588.html,750,,120,"

QR Code Link to This Post


One independent private spacious room available in a house. $750 for 1 room (including utilities and Wi-fi)
Only for Working Women or Girl Students
Very Nice Location and 7-10 minutes walk to Metrotown and 2 minutes walk to BCIT Campus. 5 minutes walk to Deer Lake Park.
Bus Stop opposite to home
Shared Large Living Room and Shared Kitchen. Washer and Dryer inside the unit
Car Parking available
NO SMOKING and DRINKING INSIDE THE HOME
NO PETS ALLOWED

"
745,"Use our location for an hour, day, week, month or years !!!",Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-use-our-location-for-an-hour/6948080544.html,2369,,,"

QR Code Link to This Post


Just $2369/month on a 24-month agreement !!!
An interior 6-person office located in a quiet part of the business centre !!!
Get a professional workspace without a long-term lease. Pay only for the space and services you need, for the amount of time you need them. And there’s no up-front capital expenditure either, so you keep re-investing in your business. 
Your office comes with:  
High-quality office furniture and seating 
Utilities and nightly janitorial service 
Receptionists and reception area 
Business cafe and lounge 
Professional meeting rooms 
High-speed internet access 
Phone system and phone answering available 
Access to a worldwide network of business lounges — stop in and work at any one of 3,000 locations 
For more info and a free tour -  call us TODAY @  show contact info
 !!! 
*** PROMO CODE : 1540 - 2618 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
